event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SAF14603,"24 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"GroundUp; Cape Argus",Subnational-National,"On 24 April 2021, between 80 to 100 people gathered in front of the Parliament in Cape Town (City of Cape Town, Western Cape) in a demonstration against gender-based violence (GBV).",0,"crowd size=between 80 to 100",1620076266
SAF14602,"24 April 2021",2021,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","LGBTQ+ (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Nyanga",-33.9875,18.5855,1,"Cape Argus",Subnational,"Around 24 April 2021 (weekend of), a group took to the streets in Cape Town - Nyanga (City of Cape Town, Western Cape) in a demonstration to demand justice in the case of a LGBTQ community member killed in a suspected hate crime on 17 April.",0,"crowd size=no report",1620076267
SAF14601,"24 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","BAT: Ban Animal Trading",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,"Cato Ridge",-29.7333,30.5833,1,"Witness; Capital Newspaper",Subnational-National,"On 24 April 2021, a group gathered outside the Natal Zoological Gardens in Cato Ridge (eThekwini, KwaZulu-Natal) in a demonstration against wild animals in captivity, with special reference to, what they stated, is the solitary confinement of Opal (an orangutan). The event was organized by Ban Animal Trading (BAT).",0,"crowd size=no report",1622068024
SAF14592,"23 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Good Party",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Cape Argus",Subnational,"On 23 April 2021, members of the Good Party, including its secretary general, gathered in front of the Provincial Legislature building in Cape Town (City of Cape Town, Western Cape) in a silent demonstration to force the premier to dismiss the Minister of Transport and Public Works for, according to them, lying to the legislature and breaching the executive code of ethics.",0,"crowd size=no report",1619476352
SAF14593,"23 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","LGBTQ+ (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Nyanga",-33.9875,18.5855,1,"Daily Sun (South Africa)",National,"On 23 April 2021, over 150 people took to the streets in Cape Town - Nyanga (City of Cape Town, Western Cape) in a demonstration to demand justice in the case of a LGBTQ community members killed in a suspected hate crime on 17 April.",0,"crowd size=over 150",1619476352
SAF14597,"23 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape",O.R.Tambo,Mhlontlo,Tsolo,-31.3167,28.75,1,GardaWorld,Other,"On 23 April 2021, a group blocked the N2 highway between Mthatha and Tsolo (O.R.Tambo, Eastern Cape) in a service delivery demonstration.",0,"crowd size=no report",1619476352
SAF14595,"23 April 2021",2021,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",Limpopo,Capricorn,Polokwane,Polokwane,-23.9045,29.4689,1,"Polokwane Review",Subnational,"On 23 April 2021, a man was beaten and injured by a mob in the center of Polokwane (Capricorn, Limpopo) accused of being a member of a group stealing bank cards of victims at ATMs.",0,"crowd size=no report",1619476353
SAF14599,"23 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","ANCYL: African National Congress Youth League",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Sandton",-26.1,28.0667,1,"Citizen (South Africa)",National,"On 23 April 2021, ANCYL members gathered in front of the US Embassy in Johannesburg - Sandton (City of Johannesburg, Gauteng) in a demonstration against the indiscriminate killing of black people in the country after a South African rugby player was killed in Hawaii.",0,"crowd size=no report",1620076267
SAF14600,"23 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,"Times (South Africa)",National,"On 23 April 2021, a handful of employees of a bank gathered in front of its headquarters in Johannesburg (City of Johannesburg, Gauteng) in a demonstration in support of the bank's former CEO, stating that his departure is a step backwards in the transformation agenda of the institution.",0,"crowd size=a handful",1620076268
SAF14596,"23 April 2021",2021,2,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)","Civilians (South Africa)",1,15,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Emfuleni,Sharpeville,-26.6842,27.8743,1,"Sedibeng Star",Subnational,"Around 23 April 2021 (as reported), Tshepiso Phase 5 community members clashed with the police in Sharpeville (Sedibeng, Gauteng) during a demonstration against energy cuts in the area. The police used rubber bullets and at least 1 woman was injured due to a fire lit by demonstrators.",0,"crowd size=no report",1620675926
SAF14594,"23 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,2,"Herald (South Africa)",Subnational,"On 23 April 2021, Joe Slovo community members allegedly set a truck and tires on fire on the R75 highway, close to Gqeberha (Nelson Mandela Bay, Gauteng). It is believed the event might be related to ongoing demonstrations happening in the main access route in Nelson Mandela Bay in recent weeks.",0,"crowd size=no report",1663032949
SAF14589,"22 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Black Sash",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,"GroundUp; EWN; Citizen (South Africa)",National,"On 22 April 2021, about 50 people, supported by Black Sash, gathered in front of the Social Development Department head office in Pretoria (City of Tshwane, Gauteng) in a demonstration to demand the government to extend, expand and increase the coronavirus social relief of distress grant.",0,"crowd size=about 50",1619476352
SAF14583,"22 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","BFASA: Black Farmers Association of South Africa; Farmers (South Africa); MBSA: Marijuana Board of South Africa; Fields of Green for All; THO: Traditional Healers Organisation",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Arcadia,-25.7464,28.2214,1,"Citizen (South Africa)",National,"On 22 April 2021, a group took to the streets in Arcadia (City of Tshwane, Gauteng) in a demonstration against alleged corruption in the awarding of licenses to grow cannabis. The group, comprised by members of the BFASA, MBSA, THO, Fields of Green for All and other cannabis-related organizations delivered a memorandum regarding licensing disputes at the Sahpra offices.",0,"crowd size=no report",1619476352
SAF14587,"22 April 2021",2021,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (South Africa)",,6,"Marikana Communal Militia (South Africa)","Miners (South Africa)",4,46,"Civilian targeting",710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Marikana,-25.6913,27.4933,2,"Citizen (South Africa)",National,"On 22 April 2021, 4 individuals were shot and injured by mine workers in the Sibanye mine, Marikana (Bojanala, North West) as community members gathered at the site in a demonstration to demand the changes the mine management promised to the community.",0,"crowd size=no report",1619476352
SAF14590,"22 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Soshanguve,-25.4729,28.0992,1,"Daily Sun (South Africa)",National,"On 22 April 2021, parents and EFF members gathered in front of a college in Soshanguve (City of Tshwane, Gauteng) in a demonstration against bullying after a student was beaten on 16 April.",0,"crowd size=no report",1619476352
SAF14586,"22 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,EWN,National,"On 22 April 2021, climate change activists gathered outside the Gauteng Agriculture Departament offices in Johannesburg (City of Johannesburg, Gauteng) in a demonstration against socio-environmental injustices and to raise awareness regarding climate justice among the South African youth.",0,"crowd size=no report",1619476352
SAF14585,"22 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 22 April 2021, about 400 informal settlement and RDP houses residents set tires on fire and blocked the R75 Uitenhage and Mission roads in Gqeberha (Nelson Mandela Bay, Gauteng) in a service delivery demonstration. The police used rubber bullets to disperse the group.",0,"crowd size=about 400",1619476352
SAF14591,"22 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)","Civilians (South Africa); Government of South Africa (1994-)",1,15,,710,"Southern Africa","South Africa","Free State",Lejweleputswa,Masilonyana,Theunissen,-28.411,26.7011,1,"SABC News",National,"On 22 April 2021, a group set the house of the Masilonyana mayor's family on fire in Theunissen (Lejweleputswa, Free State) in a service delivery demonstration and after learning that the Freedom Day commemorations will be held in Botshabelo. 11 people were arrested.",0,"crowd size=no report",1619476353
SAF14641,"22 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Limpopo,Vhembe,Thulamela,Thohoyandou,-22.95,30.4833,1,Zoutnet,Subnational,"On 22 April 2021, members of 25 victim-empowerment organizations marched to the offices of the Department of Social Development (DSD) in Thohoyandou (Vhembe, Limpopo) in a demonstration to demand the payment of their funds for the last quarter of the financial year.",0,"crowd size=no report",1620675927
SAF14584,"22 April 2021",2021,1,Demonstrations,Protests,"Protest with intervention","Protesters (South Africa)","Taxi Drivers (South Africa)",6,"Police Forces of South Africa (1994-)",,1,16,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,"Times (South Africa); Witness; GroundUp",National,"On 22 April 2021, taxi drivers lined the streets with rubbish at Umgeni road, Durban (eThekwini, KwaZulu-Natal) in a demonstration against, what they claim, are constant fines and arrests from eThekwini police and route permits. Between 4 to 5 people were arrested.",0,"crowd size=no report",1622068024
SAF14588,"22 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa); EE: Equal Education",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 22 April 2021, about 50 students and Equal Education members gathered outside the Department of Education's offices in Pietermaritzburg (Umgungundlovu, KwaZulu-Natal) in a demonstration to demand that the final provincial Learner Transport Policy document be released.",0,"crowd size=about 50",1622068024
SAF14580,"21 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","SAMWU: South African Municipal Workers Union; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Glenvista",-26.2827,28.0547,1,"Times (South Africa); EWN; Sowetan (South Africa); News24 (South Africa)",National,"On 21 April 2021, about 60 workers linked to the SAMWU gathered in front of the headquarters of a water supplier in Johannesburg - Glenvista (City of Johannesburg, Gauteng) in a demonstration over salary increase, bonuses and better working conditions.",0,"crowd size=about 60",1619476352
SAF14578,"21 April 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa","Northern Cape","Frances Baard","Sol Plaatje",Galeshewe,-28.7168,24.7409,1,"Diamond Fields Advertiser",National,"On 21 April 2021, Scandal informal settlement gathered at Tyson and Royal streets in Galeshewe (Frances Baard, Northern Cape) in a service delivery demonstration.",0,"crowd size=no report",1619476352
SAF14575,"21 April 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Open CCMA Campaign; Labor Group (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,GroundUp,National,"On 21 April 2021, over a dozen of supporters of the Open CCMA Campaign gathered in front of the Commission for Conciliation, Mediation & Arbitration (CCMA) offices in Cape Town (City of Cape Town, Western Cape) in a demonstration to demand the full reopening of CCMA offices across the country, the appointment of more full-time commissioners and against budget cuts, among other things.",0,"crowd size=over a dozen",1619476352
SAF14574,"21 April 2021",2021,2,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Eastern Cape",Amathole,Mnquma,Butterworth,-32.3333,28.15,1,"News24 (South Africa)",National,"Around 21 April 2021 (as reported), students torched a bus and looted a cafeteria of a university in Butterworth (Amathole, Eastern Cape) in a demonstration over financial exclusion, lack of NSFAS funding and transport allowance, among other issues.",0,"crowd size=no report",1619476353
